Tweet User,Location,Following,Followers,Total Tweets,Tweet,Time of Tweet,Account Created
AmazingNerdShow,"Chicago, IL",9288,11268,119663,New! Ep 246! This week we breakdown Ep 1-3 of Andor &amp; Ep 6 of SheHulk! We have reviews for WomanKing &amp; HouseOfTheDragon! We talk MCU &amp; Horror news! Plus we react to AEWGrandSlam! PodernFamily podcast marvel,2022-09-25 23:02:55+00:00,2017-11-27 21:30:50+00:00
georgiapeach403,The Bottom of the Map,771,764,10248,I don’t like the masculinity in WomanKing . Women are supposed to be soft. But I know the agenda…,2022-09-25 23:01:58+00:00,2011-05-04 22:50:04+00:00
Kezacoco,Dakar,385,796,7545,I seriously have no words for the WomanKing I wanna watch it again and again. Whew✨,2022-09-25 22:59:02+00:00,2011-10-05 16:12:27+00:00
morbidpastiche,"Michigan, USA",216,7,811,"Just saw WomanKing in theatre, what a wonderful cast and brilliant story! Truly moving and kept me on the edge of my seat!",2022-09-25 22:54:09+00:00,2019-09-10 00:40:29+00:00
TheGesiere,Nigeria,12,1,283,"I was in my ""king"", ""afro to the heavens"", ""black is power"" bag at 17, I re wrote this two weeks ago, added new words and said what I said then, again, but better. I like to be all encompassing you know, and I feel that's what being an African woman is all about. Womanking. ",2022-09-25 22:54:03+00:00,2022-09-15 22:43:57+00:00
ronrawlsjr,"Gainesville, FL",7,122,1957,"If you want to hold a people in chains, one must first convince them that they are meant to be bound. WomanKing",2022-09-25 22:46:55+00:00,2010-08-10 12:03:14+00:00
Innovatehubgh,,279,59,344,Pretty awesome _ WomanKing  ,2022-09-25 22:41:23+00:00,2022-01-08 01:33:14+00:00
ShanTiiii___,Htiiiiine,735,417,17938,Gotta go see the WomanKing,2022-09-25 22:40:48+00:00,2018-07-10 21:17:26+00:00
jtmwill,Los Angeles,306,87,269,"Watched the WomanKing with some other bosswomen   Summer McBride, Wanza Tolliver, and birthday queen Darla Claypool ",2022-09-25 22:37:32+00:00,2014-10-21 03:38:22+00:00
juscallmenikki,"Florida, USA",125,40,160, Definitely deserves an Oscar 🙌🏾 WomanKing,2022-09-25 22:35:13+00:00,2018-09-04 14:17:51+00:00
DeVante_XI,"New York, USA",974,327,4713,Movie Date with Momdukes &amp; the bros WomanKing 🍿🎞️,2022-09-25 22:34:04+00:00,2016-09-09 14:09:38+00:00
AttorneyTash,"Boston, MA",1333,834,24139,WomanKing will be a cultural staple. MARK MY WORDS!,2022-09-25 22:33:29+00:00,2016-02-22 08:09:00+00:00
Saveragest,,14,4,5, is astounding in WomanKing,2022-09-25 22:33:03+00:00,2022-09-03 02:54:34+00:00
itsMYRAce,"Atlanta, GA",1075,893,17672,If Lashana Lynch or Thuso Mbedu don’t get a nomination for there role in WomanKing I know something! They played the hell out their roles 🔥,2022-09-25 22:29:55+00:00,2011-01-27 18:57:00+00:00
inkwelldiaries,"Washington, D.C.",268,102,5080,"The Woman King is one of the best films I’ve seen. An Oscar worthy film. And as usual  was magnificent, and the acting incredible.  thewomankingmovie violadavis WomanKing",2022-09-25 22:24:54+00:00,2012-10-17 03:52:10+00:00
SirwavyScooter,"Miami FL, Brownsub",283,571,37614,WomanKing 10/10 Best movie out so far,2022-09-25 22:21:16+00:00,2009-08-05 22:17:17+00:00
SeriousBok,Jersey,1255,1233,79208,So people have a problem with  WOMANKING over historical accuracy. They speak on this issue immediately and twice more in the film. It was not ignored. Do I wish Spike Lee directed it..Yes. But it was still really good.,2022-09-25 22:19:04+00:00,2009-04-21 03:28:49+00:00
theislandwitch,,256,697,79228,I just saw WomanKing.Excellent movie!!,2022-09-25 22:12:33+00:00,2012-02-20 19:25:20+00:00
FreeDoc13_,404➡️615,2315,3663,83568,"For all y’all talkers up in here, it’s time to quiet down! WomanKing ",2022-09-25 22:07:05+00:00,2011-05-17 02:52:38+00:00
StudioReport_,,166,36,1037,Recent Movies Box Office - DontWorryDarling - $30 million WorldwideWomanKing - $38 Million Worldwide,2022-09-25 21:57:42+00:00,2022-08-05 16:19:00+00:00
tonetalks,"Los Angeles, CA",676,28120,20667,"This was not a woman’s empowerment story, it was a tribalistic slaver story. womanking boycottwomanking ",2022-09-25 21:55:20+00:00,2015-10-08 01:47:41+00:00
Selinareallyroc,,90,19,297,Asking for personal knowledge….went this weekend and watched the WomanKing!so amazing 🤩. There was a sis there that told me that we are wearing white for the blackpanther2 release? Anyone else following this?,2022-09-25 21:55:06+00:00,2012-09-03 20:55:14+00:00
MizMcCoy,University of South Carolina B,622,352,3669,Sunday movie review: WomanKing is pure 🔥 10/10 Go see it.,2022-09-25 21:54:04+00:00,2010-05-12 14:48:11+00:00
brittany_jai,"Indianapolis, IN",885,137,906,WOMAN KING IS A MUST SEE!!! 🎥 🍿✊🏽🗡🛡🤎 WomanKing   was absolutely fantastic!,2022-09-25 21:49:50+00:00,2014-06-09 00:43:58+00:00
Xpressionable,,3776,3147,34394,"""Dont let WOMANKING Get to y'all heads"" - PBL4 Men Had to Help STRONG Female Cop on Traffic Stop | Can Female Officer... ",2022-09-25 21:49:13+00:00,2012-03-21 12:58:16+00:00
yofav_shauna,"San Antonio, TX",300,487,39625,WomanKing is a damn good movie.,2022-09-25 21:45:23+00:00,2012-08-26 03:38:14+00:00
__mobetterblues,,81,138,29944,Such a powerful ass movie. POWERFUL. Thank you . Thank you! WomanKing,2022-09-25 21:43:33+00:00,2021-01-16 22:28:07+00:00
__mobetterblues,,81,138,29944,All black women should go see WomanKing ….DONT THINK JUST GO!,2022-09-25 21:42:58+00:00,2021-01-16 22:28:07+00:00
JnotBrian,,1133,1189,11451,The Woman King was excellent!!! One of the best movies of the year forsure!  WomanKing,2022-09-25 21:42:46+00:00,2015-08-04 05:23:10+00:00
Jasi_Vibes,DMV,881,493,20616,WOMAN KING!!!! I absolutely loved this movie!!!! Aaaaaaaaahhhhhhhh!!!!!!!!! WomanKing violadavis,2022-09-25 21:39:28+00:00,2010-09-24 13:44:26+00:00
JayomegaSO,IG: @JayomegaSO,821,1608,94652,Saw WomanKing last night and def fucked with it,2022-09-25 21:38:48+00:00,2009-05-04 00:25:16+00:00
araujohistorian,"Washington, DC",1341,23294,43679,"From the : Virginia tobacco, even though Dahomeans always preferred Bahia 3rd rate tobacco: Dahomey, from the Natives in Costume series (N16) for Allen &amp; Ginter Cigarettes Brands twitterstorians WomanKing ",2022-09-25 21:31:49+00:00,2010-10-25 17:50:55+00:00
UnSlaveHumanity,NorthWest Amexem aka Lemuria,3015,4657,28783,  WOMANKING DECODED W/SPECIAL GUEST: _          _lyfe    _COB ,2022-09-25 21:26:55+00:00,2013-06-23 10:40:08+00:00
HighClouds123,"Washington, DC",1949,169,1524,This WomanKing burns deceased veterans with such violence. Using disabled individuals to do their dirty work and invading homes. Infringing on religious rights. Using the Haiti island as a weapon against Americans FoxNews hagerstown potomaccenter ,2022-09-25 21:25:25+00:00,2022-03-31 00:52:23+00:00
HEART_SO_BIG,WHOCARES,199,176,13613,Jus saw WomanKing awesome movie,2022-09-25 21:22:01+00:00,2009-05-02 23:33:09+00:00
Nik_Gold,NY ✈ ATL ✈️ DMV,306,608,31124,I saw WomanKing  ViolaDavis survivors liveGold 👸🏾🤩💯🖤🤷🏾‍♀️ and not because I’m an African Queen. watchit,2022-09-25 21:19:21+00:00,2009-04-08 04:43:06+00:00
mutalenkonde,State of manifestation,2821,11958,7109,Still going strong!  WomanKing l saw news things second time around,2022-09-25 21:17:57+00:00,2015-05-29 17:22:12+00:00
tonetalks,"Los Angeles, CA",676,28120,20667,I’ve never seen such a clear attempt by the decadentveil of Blk celebrity to undermine protest by Black consumers. But they are telling us the boycott ain’t working &amp; womanking  is successful at the box office? Were they buying out theaters for other movies? 🤷🏿‍♂️BoycottWomanKing ,2022-09-25 21:14:45+00:00,2015-10-08 01:47:41+00:00
valois_michelle,,205,68,2759,WomanKing is a must watch.,2022-09-25 21:13:26+00:00,2016-03-23 20:12:26+00:00
tonetalks,"Los Angeles, CA",676,28120,20667,You are seeing Blk celebs that didn’t buy water in Jackson nor advocate for reparations &amp; likely never bought movies out prior buy WomanKing seats out because theaters are empty. And they have no idea the movie is ahistorical on OUR families enslavement. ,2022-09-25 21:12:47+00:00,2015-10-08 01:47:41+00:00
HighClouds123,"Washington, DC",1949,169,1524,I think this was the comment. I am not silent when I’ve been harassed and stalked. I can see Joan West here. The actress used her face as a muse for the character. Maybe she feels like a warrior. Not her victims of course. They would never be warriors.WomanKing ,2022-09-25 21:09:01+00:00,2022-03-31 00:52:23+00:00
WisdomWhispers3,None Of Your Business ,2,3,72,"womanKing new favorite movie Loved seeing the strength, endurance, &amp; comradery within the woman soldiers. ",2022-09-25 21:08:41+00:00,2022-03-28 18:53:48+00:00
prosperityullc,,1013,1524,43298,"""The Woman King"" - MUST SEE!!!...Here's why...strongblackwoman softgirlera pickme feminist womanking violadavis loveandmoney prosperityullc ",2022-09-25 21:06:41+00:00,2009-01-19 08:09:24+00:00
prosperityullc,,1013,1524,43298,"""The Woman King"" - MUST SEE!!!...Here's why...  via  strongblackwoman softgirlera pickme feminist womanking violadavis loveandmoney prosperityullc",2022-09-25 21:03:49+00:00,2009-01-19 08:09:24+00:00
EFREM_I_AM,Philly Baby,697,139,5908, Rents Out A Theater For Fans To See WomanKing  In New Jersey👍🏽👍🏽👍🏽👍🏽! The Details HERE also get More news! HipHop ,2022-09-25 21:03:17+00:00,2021-01-11 02:28:21+00:00
KosokoJackson,He/Him,1249,10732,24359,"And for those wondering, they do talk about the Dahomey’s role in the slave trade. It’s obviously fictional and a modification of history, so they don’t talk about it as much as I think they should have. But the discussion is there and it shouldn’t stop you from seeing WomanKing",2022-09-25 21:02:16+00:00,2014-02-15 23:27:50+00:00
KosokoJackson,He/Him,1249,10732,24359,. theme song is MOVE from RENAISSANCE by .  really BODIED that role and Lashana Lynch (and honestly everyone) ATE. Left no crumbs. WomanKing was exceptional. ,2022-09-25 20:59:46+00:00,2014-02-15 23:27:50+00:00
ccbenton55,"Georgia, USA",337,123,2902,WomanKing is excellent.  Strong Black Women well-represented in front and behind the camera.  Nice Job  👏👏OscarBuzz,2022-09-25 20:56:16+00:00,2011-11-09 03:52:20+00:00
AttorneyTash,"Boston, MA",1333,834,24139,"WomanKing WAS EVERYTHING! Every black woman should grab her girls &amp; go see it. Every little black girl needs to see it. The opening, the dancing, the homage to our people, the music, the ACTION! 👏🏾👏🏾👏🏾",2022-09-25 20:51:25+00:00,2016-02-22 08:09:00+00:00
imcalise,RUNWAY,173,165,670,  The one with Viola is WomanKing,2022-09-25 20:46:21+00:00,2016-02-28 23:53:57+00:00
Blu2AfroLatina,"Hampton, Virgina",89,25,818, Amazing WomanKing   ,2022-09-25 20:40:33+00:00,2021-12-08 18:50:46+00:00
TheAmaAnalyst,,975,518,41212,"DontWorryDarling debuted at 1 at the box office, so glad the re-release of the highly overrated Avatar came in at 3. WomanKing had the biggest drop of the weekend, Barbarian &amp; PearlMovie each fell two spots but didn’t have bad drops.",2022-09-25 20:39:51+00:00,2011-03-16 02:25:45+00:00
iamlashawnd,"Duval, FLA to ATL",2010,2656,111901,🥹🥹 WomanKing  10/10 highly recommend,2022-09-25 20:27:04+00:00,2009-12-06 05:38:01+00:00
kleega,USA,670,204,17634,WomanKing was Awesome!!,2022-09-25 20:22:22+00:00,2009-04-18 02:59:36+00:00
Flatland_Diva,"The Bay Area, CA USA",3340,2386,6161,"With The Woman King Controversy brewing, I thought I'd share my review of another one of her problematic films, ""The Help."" Enjoy!-- Flatland Diva: Disney's ""The Help"" Does It Again  ViolaDavis WomanKing",2022-09-25 20:22:22+00:00,2011-02-08 23:13:05+00:00
DrT_IslandWoman,Where My Peace Resides,1967,3663,46572,"Just left the theater with my entire family and we saw Woman King. For those of you criticizing it without seeing it, you’re complicit in how mainstream media works. My children were cheering and felt extra proud to be Africans todays! WomanKing",2022-09-25 20:07:44+00:00,2015-03-28 03:04:44+00:00
ManishLife_Ty,Michigan ✋🏽,7880,11773,224520,At the movies seeing WomanKing and Annalise is a bad mf!!! 😅,2022-09-25 19:56:07+00:00,2010-01-22 20:44:22+00:00
anopensecret_,"New York, NY",827,446,39642,WomanKing was the best movie I’ve seen in years. The way I cried?! ,2022-09-25 19:49:01+00:00,2009-05-13 00:04:33+00:00
RukiaLumumba,"Jackson, MS",966,4373,3146,  I just saw WomanKing. Thank you so much for making this movie! I am so appreciative of the validation &amp; inspiration you provide to me as a Black Woman who chooses to fight injustices and the many sacrifices that I and so many of us have had to make 🙏🏿❤️,2022-09-25 19:41:24+00:00,2012-08-02 20:01:09+00:00
adeyemi_cynthia,"Ohio, USA",114,262,4942, U capping 4 WomanKing is another expample of u not being ⚓️ in ADOS life..BoycottWomanKing ,2022-09-25 19:41:19+00:00,2015-08-25 22:15:05+00:00
baalegra19,,63,52,292,"Aside from the controversy behind the the Dahomey tribe, The Woman King was so good. WomanKing",2022-09-25 19:38:30+00:00,2022-04-06 16:45:45+00:00
amethystthedj,202 & Worldwide ✈,4997,1802,19306,Finally watching WomanKing,2022-09-25 19:35:10+00:00,2014-12-29 03:09:46+00:00
yorubachic,"Lagos, Nigeria",1415,5441,18571,Me every time Izogie came on screen WomanKing ,2022-09-25 19:33:32+00:00,2011-08-12 16:41:36+00:00
GetRitePodcast,"Charlotte, NC",91,124,184,    Thank You Thank You Thank You 💐💐💐WomanKing,2022-09-25 19:31:21+00:00,2022-02-21 19:07:48+00:00
LongBeachCesar,"Long Beach, CA",2032,811,3825,People moved on from whining about the Black Mermaid to whining about how the WomanKing portrays the Europeans enslavers. The white supremacist spin is that the transatlantic genocide wasn’t a new kind of cruelty and we should thank Europeans for ending slavery.,2022-09-25 19:29:50+00:00,2017-11-05 03:52:04+00:00
kingbrentley,#wakanda,740,232,51695,Yeah I’m done with the game today. Let me get ready to go watch WomanKing,2022-09-25 19:26:50+00:00,2009-08-13 19:18:05+00:00
TheLouPerez,New Jersey,228,8869,29728,"Viola Davis, please enslave me! 😍 WomanKing",2022-09-25 19:11:42+00:00,2010-01-04 14:30:34+00:00
OctaviusANewman,Wakanda ,1436,1389,11162,WomanKing is ABSOLUTELY AMAZING!!!,2022-09-25 19:09:10+00:00,2009-01-17 02:47:40+00:00
dseapoe,"ÜT: 39.955369,-75.27035",232,66,839,"   I saw Woman King last night with 3 of my goal friends and I have never been so impressed and honored to have the privilege to see this movie.  Viola, I want to thank you for all of your hard work and dedication to making this movie possible! Womanking",2022-09-25 19:05:41+00:00,2009-06-20 14:31:08+00:00
FelignDesign,,1546,476,5776, We’re going to see WomanKing again,2022-09-25 19:03:41+00:00,2015-09-19 07:55:39+00:00
_GotMari,The 75 ,2161,2314,214540,WomanKing  is 10/10!!!!!! It’s such an amazing movie!!!! Everyone needs to go see it! Everyone really outdid themselves!!!!!!,2022-09-25 19:03:22+00:00,2011-07-13 17:39:32+00:00
TajMarie17,"Triangle, NC",845,1236,26372,Make no mistake. WomanKing is a film of revisionism.BoycottWomanKing BoycotttheWomanking ,2022-09-25 18:39:23+00:00,2018-04-11 21:32:47+00:00
floracoquerel,France,1473,110212,5970, Love 🇧🇯🤍🙏🏽 WomanKing bsn4,2022-09-25 18:37:31+00:00,2013-12-01 19:26:00+00:00
MalcolmKhayyan,Somewhere else,1488,1729,15656,Obama on the WomanKing  ,2022-09-25 18:34:56+00:00,2011-08-04 04:01:06+00:00
polisciberbully,,427,192,2010,WomanKing is doing exactly what it was meant to; get blacks to admire the very people that put them in chains in the first place. Congrats. (((Hollywood))) got yall caught up in the okie doke again.,2022-09-25 18:34:52+00:00,2009-07-15 07:28:03+00:00
ccedrift,"Salinas, CA",34,57,658,About to watch buff  f—k some shit up (in a meaningful  award type of way) but never the less 💪🏽😡 WomanKing ,2022-09-25 18:27:33+00:00,2013-12-13 16:43:27+00:00
SidMich_,"Los Angeles, CA",808,3142,75322,Next week is a huge week. Thankful for relaxing Sundays by the pool &amp; also going to see WomanKing again on the big screen!,2022-09-25 18:20:07+00:00,2010-06-17 17:02:00+00:00
abiolaw,here and now,392,674,16330,Yooo yall wasn’t lying WomanKing  was everything. Movie gave me real life goose bumps,2022-09-25 18:15:17+00:00,2009-05-05 00:12:50+00:00
blacknessandtea,,320,224,22877,Seeing WomanKing and then also seeing the trailer for WakandaForever. ,2022-09-25 18:11:02+00:00,2010-10-27 03:07:36+00:00
AnnaLysaGayle,"Washington, DC",5035,10451,77061,NEW:  offers FREE movie tickets for WomanKing in D.C. Arrive by 3:00 PM. ,2022-09-25 18:11:02+00:00,2010-05-24 16:12:22+00:00
alfredhilderbr1,Los Angeles California ,1708,1700,16954,womanking is a total disaster for Studios Losing $$ Millions!!!  Its over! ,2022-09-25 17:57:30+00:00,2016-05-18 17:45:12+00:00
WithLuvFromTee,"Houston, TX",239,146,15149,I saw The Woman King last night and now  Im ready to kick everybody ass 👊🏾WomanKing,2022-09-25 17:55:05+00:00,2017-02-16 14:34:21+00:00
blacknessandtea,,320,224,22877,WomanKing omg that was powerful. I’m shooketh.,2022-09-25 17:43:12+00:00,2010-10-27 03:07:36+00:00
biztocnews,,2,117,55724,Box Office: ‘Woman King’ Drops Just 41% As ‘Ticket To Paradise’ Expands Overseas womanking tickettoparadise georgeclooney boxoffice juliaroberts fintwit ,2022-09-25 17:42:03+00:00,2009-11-01 13:19:56+00:00
